time,value,Anomaly Score,Anomaly
2004-12-24 06:00:00,31.746255293006293,31.166960893545916,True
2004-12-24 03:00:00,31.77047195913167,29.341517013429854,True
2004-12-24 00:00:00,32.027824447710465,28.02821217801386,True
2004-12-19 00:00:00,31.73037184779452,27.60784240899425,True
2004-12-19 03:00:00,31.75243307064597,27.387340871574263,True
2004-12-23 21:00:00,28.48153716869952,27.265746194949436,True
2004-12-23 18:00:00,24.935249889688567,27.169664029403368,True
2004-12-19 06:00:00,31.74222315148636,26.303664446408458,True
2004-12-19 12:00:00,31.72446084904898,26.250970394276784,True
2004-12-19 09:00:00,32.11619417362639,26.186691476624553,True
2004-12-18 21:00:00,20.0,26.132609212803562,True
2004-12-19 15:00:00,31.73089823120265,25.741954284112666,True
2004-12-23 15:00:00,23.29016659312571,25.145491487955823,True
2004-12-24 09:00:00,31.717037953592,24.822545820296135,True
2004-12-24 12:00:00,32.05797195270554,24.324703569519777,True
2004-12-19 18:00:00,31.71583307146405,23.43587287194958,True
2004-12-23 12:00:00,21.645083296562856,21.013020188357086,True
2004-12-19 21:00:00,31.92260797105684,19.32131683109332,True
2004-12-18 18:00:00,21.521562465990428,17.894873578957014,True
2004-12-24 15:00:00,31.839998500787505,15.696323159384733,True
2004-12-23 09:00:00,20.0,14.136283546444599,True
2004-12-18 15:00:00,23.043124931980856,12.443118292048188,True
2004-12-20 00:00:00,31.90736084496085,11.139273253686742,True
2004-12-24 18:00:00,31.73378307106284,9.166727044929095,True
2004-12-18 12:00:00,24.564687397971284,8.90659800526806,True
2018-01-25 03:00:00,27.300416344703383,7.052388559465034,True
2018-01-25 09:00:00,29.70912405572212,6.686888626590561,True
2018-01-25 06:00:00,28.504770200212757,6.651832682271058,True
2017-12-29 12:00:00,33.23640121929489,6.3744675651656895,True
2017-12-29 21:00:00,31.96909504026072,6.268272725824767,True
2018-01-25 00:00:00,26.09606248919401,6.215512344402186,True
2017-12-29 03:00:00,28.80655448329285,6.18908485179716,True
2017-12-29 15:00:00,31.64677283862259,6.161343655273617,True
2004-12-18 09:00:00,26.08624986396171,6.129105187602621,True
2017-12-29 06:00:00,30.283170061960192,6.074964496265467,True
2017-12-29 00:00:00,27.329938904625497,5.799842916554497,True
2017-12-29 09:00:00,31.75978564062754,5.7377407185172284,True
2018-01-25 15:00:00,32.11783176674086,5.248320470942465,True
2018-01-25 18:00:00,31.605389394794344,5.234979933496332,True
2017-12-29 18:00:00,31.88815231125365,4.908431544104659,True
2018-01-25 21:00:00,31.633947796650343,4.606333250234159,True
2004-12-24 21:00:00,31.759827514925146,4.378196691528658,True
2017-12-19 18:00:00,31.959071882994515,4.2999797011067695,True
2018-01-26 00:00:00,31.662506198506343,4.299918445303595,True
2017-12-19 21:00:00,31.94318783879001,4.26793014788829,True
2018-01-25 12:00:00,30.91347791123149,4.267807641863243,True
2018-01-26 03:00:00,31.691064600362346,4.239595495239229,True
2017-12-19 15:00:00,31.974955927199016,4.1979032751475405,True
2018-01-24 21:00:00,28.1357074109609,4.135128737818766,True
2017-12-30 00:00:00,32.0500377692678,4.1009964009332,True
2017-12-28 21:00:00,25.853323325958147,4.094471979743785,True
2017-12-19 12:00:00,32.07818544431723,4.035677376945593,True
2015-01-10 09:00:00,30.27043884142488,3.877976934881006,True
2017-12-19 09:00:00,32.53643233905862,3.826549784049026,True
