time,value,Anomaly Score,Anomaly
2024-01-01 00:02:40,24.414086,0.1528184398829659,True
2024-01-01 00:01:39,29.362243,0.12703814296624122,True
2024-01-01 00:03:28,17.026041,0.12513407807462476,True
2024-01-01 00:02:45,19.800874,0.12454670912882197,True
2024-01-01 00:02:40,24.142765,0.12087704904372543,True
2024-01-01 00:03:24,15.0,0.11513028573998252,True
2024-01-01 00:03:24,16.572271,0.10777761417476224,True
2024-01-01 00:03:27,19.011573,0.0962458168013691,True
2024-01-01 00:00:46,25.339909,0.09595422962623781,True
2024-01-01 00:03:59,21.290829,0.09357778977369124,True
2024-01-01 00:02:44,20.853248,0.09185262289226484,True
2024-01-01 00:00:47,23.525795,0.0813899970059077,True
2024-01-01 00:02:59,19.77074,0.07798783440616587,True
2024-01-01 00:03:26,17.101091,0.07786848776595798,True
2024-01-01 00:03:03,15.202729,0.0771569718457809,True
2024-01-01 00:02:58,20.404298,0.07583712783363153,True
2024-01-01 00:03:25,15.0,0.0745572004580955,True
2024-01-01 00:04:18,34.110205,0.07359806904907504,True
2024-01-01 00:03:27,17.692595,0.07299799180274506,True
2024-01-01 00:03:28,15.85968,0.06843444557904005,True
2024-01-01 00:04:22,33.009053,0.06745566206057509,True
2024-01-01 00:03:46,16.331172,0.06739406009803975,True
2024-01-01 00:00:51,27.059535,0.06512798479343854,True
2024-01-01 00:03:25,15.370675,0.06426987784798302,True
2024-01-01 00:01:37,19.559975,0.06326447869721058,True
2024-01-01 00:04:23,34.932599,0.06299945770887229,True
2024-01-01 00:02:41,25.743697,0.06190876189616058,True
2024-01-01 00:00:49,25.133469,0.06136726461693609,True
2024-01-01 00:00:50,26.459693,0.058661184351326834,True
2024-01-01 00:03:45,15.030896,0.05709039487878389,True
2024-01-01 00:00:49,24.427895,0.05549689502614572,True
2024-01-01 00:00:48,22.304337,0.05515858352935461,True
2024-01-01 00:03:46,18.274615,0.05412316524336672,True
2024-01-01 00:00:48,23.116291,0.05235344931373289,True
2024-01-01 00:03:57,23.039249,0.04659295873239698,True
2024-01-01 00:03:54,15.0,0.04639010360010413,True
